"SubNum","DateTested","Age","Sex","East_or_West","Exclude_too_long_in_West","Expand_Contract_Task","dPrime_Expand","dPrime_Contract","Expand_Minus_Contract_dPrime","Expand_Contract_Mean_dPrime","C_Expand","C_Contract","Expand_Minus_Contract_C","Expand_Contract_Mean_C","ExpandContractExclude","Global_Local_Task","Global_Minus_Local_proportion_accuracy","Local_Minus_Global_speed_allTrials","Local_Minus_Global_speed_CorrectOnly","GlobalLocalExclude"," ","Absolute_Relative_Task","Absolute_Minus_Relative_LengthError","Absolute_Minus_Relative_ProportionError"," ","Individualism_Collectivism","Horizontal_Individualism","Vertical_Individualism","Horizontal_Collectivism","Vertical_Collectivism","IndColExclude","Big_5_Personality_Measures","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","Big5Exclude"," ","Other_Coded_Information","subNumExpandContract","subNumGlobalLocal","subNumAbsolute","subNumAbsolute","subNumSurveys","Expand_n_change","Expand_n_NoChange","Expand_Hits","Expand_Miss","Expand_CR","Expand_FA","Contract_n_change","Contract_n_NoChange","Contract_Hits","Contract_Miss","Contract_CR","Contract_FA","Local_n","Local_n_Correct","Global_n","Global_n_Correct","TargetAbsent_n","TargetAbsent_n_Correct","Global_Local_all_n","Global_Local_all_n_Correct","Absolute_Length_error","Relative_Length_error","Absolute_Proportion_error","Relative_Proportion_error","Global_RT_Correct","Local_RT_Correct","AbsoluteRelativeExclude"
"373","2015_ 5_31_0907","","","c","0","","1.2358","1.0738","0.1619","1.1548","0.1671","0.2481","-0.081","0.2076","0","","0.1256","0.0373","0.0263","0","","","18.2387","0.0551","","","31","25","26","31","0","","49.06","38.52","38.25","62.5","44.29","0","","","373","373","373","373","373","46","37","31","15","29","8","44","37","27","17","29","8","72","62","75","74","141","141","288","277","23.8333","5.5946","0.0615","0.0064","1.25152286967716","1.27784518272661","0"
"374","2015_ 5_31_1004","","","c","0","","-Inf","-2.5621","-Inf","-Inf","Inf","0.4602","Inf","Inf","1","","-0.9325","0.149","0.289","1","","","-87.9934","-0.0224","","","26","27","20","28","0","","49.06","34.81","46.19","48.44","32.86","0","","","374","374","374","374","374","37","44","0","37","3","41","49","34","2","47","7","27","72","68","84","1","132","132","288","201","21.3333","109.3267","0.0778","0.1002","1.33499908447","1.62397555393338","0"
"375","2015_ 5_31_1045","","","c","0","","2.4904","1.5811","0.9093","2.0357","0.2323","0.3598","-0.1275","0.2961","0","","0.0139","0.3432","0.3522","0","","","55.4367","-0.0118","","","18","24","24","22","0","","52.19","31.11","39.84","64.06","45.71","0","","","375","375","375","375","375","45","43","38","7","40","3","36","40","24","12","35","5","72","71","77","77","139","139","288","287","70.3333","14.8966","0.0079","0.0198","1.81301128399818","2.16525729944958","0"
"376","2015_ 6_06_0833","","","c","0","","3.5348","3.1889","0.3459","3.3618","-0.1348","-0.4755","0.3406","-0.3052","0","","-0.0145","0.0614","0.0642","0","","","8.2701","0.0729","","","25","31","28","26","0","","50.62","36.67","43.02","48.44","37.14","0","","","376","376","376","376","376","35","39","34","1","37","2","52","38","51","1","33","5","75","75","69","68","144","144","288","287","13.8333","5.5633","0.0798","0.0069","1.61468719033676","1.67891592025733","0"
"377","2015_ 6_06_1005","","","c","0","","2.8754","2.2446","0.6307","2.56","0.0398","0.2607","-0.2208","0.1503","0","","-0.1875","-0.0628","-0.0927","0","","","88.7387","0.0428","","","23","26","27","27","0","","41.25","36.67","41.43","57.81","32.86","0","","","377","377","377","377","377","37","43","34","3","40","3","36","48","29","7","44","4","73","70","70","54","145","143","288","267","110.8333","22.0946","0.0655","0.0227","1.44766921025741","1.35493255683343","1"
"378","2015_ 6_06_1037","","","c","0","","3.2288","2.5328","0.696","2.8808","-0.1883","0.1988","-0.3872","0.0052","0","","-0.1144","0.0308","0.0303","0","","","7.426","0.0521","","","25","19","24","23","0","","50.62","38.52","44.6","57.81","48.57","0","","","378","378","378","378","378","28","52","27","1","48","4","42","42","36","6","39","3","66","62","80","66","142","139","288","267","25.5","18.074","0.0768","0.0248","1.23089868372106","1.2612394978921","0"
"379","2015_ 6_06_1331","","","c","0","","2.0695","1.6849","0.3847","1.8772","0.1263","-0.1061","0.2324","0.0101","0","","-0.0475","0.0366","0.0661","0","","","-64.316","-0.0273","","","22","29","26","25","0","","39.69","38.52","36.67","50","40","0","","","379","379","379","379","379","33","57","27","6","50","7","35","39","29","6","30","9","97","91","64","57","127","124","288","272","43.8333","108.1493","0.0808","0.1081","1.39074644289491","1.45682611832253","1"
"380","2015_ 6_06_1411","","","c","0","","2.4241","1.7749","0.6492","2.0995","-0.2774","0.346","-0.6235","0.0343","0","","0.0636","0.039","0.0385","0","","","-2.1493","0.0675","","","28","29","24","28","0","","45.94","32.96","33.49","53.12","44.29","0","","","380","380","380","380","380","44","40","41","3","33","7","34","46","24","10","41","5","66","61","82","81","140","140","288","282","4.3333","6.4826","0.0755","0.008","1.20341537616947","1.24196378911148","0"
"381","2015_ 6_06_1456","","","c","0","","1.942","2.3144","-0.3725","2.1282","-0.1093","-0.3925","0.2832","-0.2509","0","","0.0107","0.0171","0.0188","0","","","70.5247","0.1021","","","32","33","30","31","0","","49.06","45.93","38.25","60.94","52.86","0","","","381","381","381","381","381","50","36","43","7","29","7","33","45","31","2","35","10","104","97","53","50","131","127","288","274","81.5","10.9753","0.1145","0.0124","1.2334574270252","1.25221468247072","1"
"382","2015_ 6_06_1631","","","c","0","","2.4319","2.1332","0.2986","2.2825","0.3075","-0.0302","0.3377","0.1386","0","","0.0381","0.1129","0.0738","0","","","-42.316","0.0062","","","23","24","24","24","0","","49.06","42.22","47.78","43.75","34.29","0","","","382","382","382","382","382","33","47","27","6","44","3","44","40","38","6","34","6","70","64","84","80","134","131","288","275","28.3333","70.6493","0.0763","0.0701","1.57171778976887","1.64548861235359","1"
"383","2015_ 7_08_0827","","","c","0","","2.3363","1.6419","0.6944","1.9891","0.141","-0.1465","0.2875","-0.0027","0","","-0.3109","0.0487","0.0098","0","","","21.5926","0.0582","","","30","36","25","34","0","","41.25","42.22","39.84","64.06","45.71","0","","","383","383","383","383","383","46","42","39","7","38","4","36","40","30","6","30","10","76","69","67","40","145","144","288","253","35.3333","13.7407","0.076","0.0178","1.71978790760075","1.72963528011188","0"
"384","2015_ 7_08_0910","","","c","0","","2.407","2.1025","0.3045","2.2547","-0.2361","-0.0312","-0.2049","-0.1336","0","","0.007","0.0293","0.0319","0","","","44.5066","0.0705","","","22","28","26","24","0","","41.25","32.96","44.6","53.12","44.29","0","","","384","384","384","384","384","40","42","37","3","35","7","43","39","37","6","33","6","79","74","71","67","138","134","288","275","50.3333","5.8267","0.0778","0.0074","1.26001473327179","1.29195830628689","0"
"385","2015_ 7_08_1002","","","c","0","","0.4125","0.6935","-0.2809","0.553","0.3259","0.1557","0.1702","0.2408","0","","0","-0.0513","-0.0495","0","","","55.986","0.0013","","","26","14","26","25","0","","50.62","42.22","41.43","48.44","44.29","0","","","385","385","385","385","385","42","37","19","23","26","11","33","52","19","14","36","16","79","78","79","78","130","126","288","282","69.6667","13.6806","0.0185","0.0172","1.28382383860051","1.23430852400956","0"
"386","2015_ 7_08_1330","","","c","0","","3.0427","3.1698","-0.1271","3.1062","0.7566","0.3642","0.3924","0.5604","0","","-0.0118","-0.0444","-0.0493","0","","","4.7701","0.0682","","","25","30","20","31","0","","47.5","34.81","36.67","54.69","42.86","0","","","386","386","386","386","386","36","44","28","8","44","0","45","39","40","5","38","1","83","83","85","84","120","119","288","286","12.5","7.7299","0.0771","0.0089","1.7444653596194","1.69520723676133","0"
"387","2015_ 7_08_1445","","","c","0","","4.2793","3.5867","0.6926","3.933","0.1206","0.4932","-0.3726","0.3069","0","","-0.0288","-0.048","-0.0063","0","","","68.7701","0.1093","","","29","23","27","28","0","","56.88","34.81","47.78","60.94","44.29","0","","","387","387","387","387","387","46","42","45","1","42","0","31","45","28","3","45","0","81","78","76","71","131","130","288","279","82","13.2299","0.1237","0.0144","1.53631380913986","1.53003535515179","0"
"388","2015_ 7_08_1628","","","c","0","","3.0844","2.817","0.2674","2.9507","0.1027","-0.3232","0.4258","-0.1103","0","","0.0345","-0.1581","-0.1533","0","","","0.3946","0.0675","","","27","27","27","28","0","","44.38","40.37","39.84","53.12","41.43","0","","","388","388","388","388","388","40","40","37","3","38","2","48","36","46","2","31","5","87","84","65","65","136","135","288","284","14.3333","13.9387","0.0828","0.0153","1.70278517282923","1.54948935054619","0"
"389","2015_ 7_08_1841","","","c","0","","1.2682","0.7377","0.5305","1.003","-0.3489","-0.1971","-0.1518","-0.273","0","","0.0014","0.0617","0.0941","0","","","-40.6527","0.021","","","33","21","26","27","0","","56.88","31.11","41.43","53.12","52.86","0","","","389","389","389","389","389","43","49","36","7","30","19","28","44","20","8","25","19","85","76","67","60","136","132","288","268","24.6667","65.3194","0.0967","0.0757","1.24454051653583","1.33861074008355","0"
"390","2015_ 7_08_1938","","","c","0","","0.5075","0.6758","-0.1683","0.5917","0.177","-0.0282","0.2051","0.0744","0","","-0.9277","0.0197","0.0585","1","","","30.1493","0.0521","","","27","31","27","32","0","","41.25","42.22","43.02","54.69","38.57","0","","","390","390","390","390","390","49","36","26","23","24","12","42","37","27","15","23","14","84","81","82","3","122","120","288","204","55.8333","25.684","0.0815","0.0293","1.17125900586333","1.22973715817484","1"
"391","2015_ 7_08_2026","","","c","0","","2.5168","3.0253","-0.5085","2.7711","0.1394","0.7822","-0.6428","0.4608","0","","0.0789","0.0176","0.0436","0","","","-69.316","0.0018","","","29","31","32","24","0","","45.94","36.67","36.67","53.12","38.57","0","","","391","391","391","391","391","38","37","33","5","34","3","43","46","33","10","46","0","75","66","73","70","140","138","288","274","21","90.316","0.101","0.0992","1.43274785450514","1.47633909456742","0"
"392","2015_ 7_09_1334","","","c","0","","1.9374","2.0087","-0.0713","1.9731","-0.0514","-0.2053","0.1539","-0.1283","0","","-0.0146","-0.0106","-0.0047","0","","","11.3267","0.0709","","","27","30","34","28","0","","61.56","40.37","38.25","60.94","45.71","0","","","392","392","392","392","392","39","39","33","6","32","7","53","33","47","6","26","7","74","72","72","69","142","139","288","280","23.3333","12.0066","0.0844","0.0135","1.37273604282464","1.36802891890194","0"
"393","2015_ 7_09_1448","","","c","0","","2.3835","2.4024","-0.019","2.393","0.0289","0.0323","-0.0034","0.0306","0","","0.0335","-0.004","-0.0028","0","","","10.228","0.0448","","","24","19","24","21","0","","35","42.22","36.67","56.25","41.43","0","","","393","393","393","393","393","49","36","43","6","32","4","33","46","29","4","41","5","66","63","84","83","138","136","288","282","19.1667","8.9387","0.0551","0.0103","1.29950963445458","1.29666561929","0"
"394","2015_ 7_09_1631","","","c","0","","4.1919","2.2571","1.9348","3.2245","0.1152","-0.0921","0.2073","0.0115","0","","0.0017","0.0937","0.1151","0","","","-2.8194","0.0657","","","30","23","27","27","0","","45.94","36.67","39.84","53.12","44.29","0","","","394","394","394","394","394","42","37","41","1","37","0","45","40","40","5","34","6","65","64","73","72","150","147","288","283","5.8333","8.6527","0.0773","0.0115","1.53876091705403","1.65388253703688","0"
"395","2015_ 7_09_1900","","","c","0","","3.3356","2.5037","0.8319","2.9197","0.3326","-0.0152","0.3478","0.1587","0","","0.0043","0.0046","0.018","0","","","-13.6493","-0.0518","","","30","24","33","33","0","","56.88","27.41","47.78","50","40","0","","","395","395","395","395","395","44","44","40","4","43","1","39","37","35","4","33","4","61","60","83","82","144","143","288","285","64.5","78.1493","0.0282","0.08","1.35121875855963","1.36924519141533","0"
"396","2015_ 7_09_1945","","","c","0","","3.5829","3.0834","0.4995","3.3331","0.1231","0.321","-0.198","0.2221","0","","-0.3213","0.0553","-0.0166","0","","","8.728","0.0777","","","27","26","21","25","0","","44.38","31.11","46.19","48.44","40","0","","","396","396","396","396","396","42","36","40","2","35","1","54","32","48","6","31","1","85","79","74","45","129","129","288","253","15.1667","6.4387","0.0863","0.0086","1.36341494454289","1.34677209733354","0"
"397","2015_ 7_10_1308","","","c","0","","1.0494","1.6194","-0.57","1.3344","-0.3545","-0.74","0.3855","-0.5473","0","","0.0071","-0.0203","-0.0239","0","","","57.772","0.1044","","","31","32","26","27","0","","44.38","40.37","46.19","48.44","47.14","0","","","397","397","397","397","397","58","37","47","11","21","16","33","36","31","2","19","17","87","85","63","62","138","136","288","283","74.5","16.728","0.1251","0.0207","1.37611455302113","1.35223986962259","1"
"398","2015_ 7_10_1348","","","c","0","","1.5268","1.4807","0.0461","1.5038","0.4304","0.1358","0.2946","0.2831","0","","-0.0241","0.056","0.0586","0","","","16.486","0.0646","","","24","26","24","29","0","","45.94","40.37","36.67","53.12","45.71","0","","","398","398","398","398","398","46","43","29","17","38","5","33","42","24","9","34","8","80","79","82","79","126","126","288","284","26.1667","9.6806","0.0748","0.0101","1.28118285649937","1.3397870214681","0"
"399","2015_ 7_10_1447","","","c","0","","1.4134","0.6464","0.7671","1.0299","-0.1021","-0.1075","0.0054","-0.1048","0","","0.029","0.1207","0.1083","0","","","27.6054","0.0662","","","19","32","25","29","0","","47.5","32.96","33.49","46.88","32.86","0","","","399","399","399","399","399","43","44","34","9","32","12","36","41","24","12","24","17","68","64","67","65","153","149","288","278","39.8333","12.228","0.0822","0.016","1.30852945401062","1.41679528355594","0"
"400","2015_ 7_10_1520","","","c","0","","3.1447","2.6786","0.4661","2.9116","-0.7307","-0.0437","-0.687","-0.3872","0","","0.0175","0.0066","0.0105","0","","","7.0721","0.065","","","21","21","18","18","0","","50.62","38.52","39.84","46.88","38.57","0","","","400","400","400","400","400","47","40","47","0","32","8","36","41","33","3","37","4","66","64","78","77","144","143","288","284","12.6667","5.5946","0.0719","0.0069","1.37735842729597","1.38786159083234","0"
"401","2015_ 7_10_1557","","","c","0","","2.1859","2.0201","0.1658","2.103","0.5138","0.1528","0.361","0.3333","0","","0.1676","0.0026","-0.1034","1","","","-0.6034","0.0422","","","26","24","22","26","0","","52.19","34.81","47.78","56.25","41.43","0","","","401","401","401","401","401","32","37","23","9","35","2","46","49","37","9","43","6","85","24","80","36","123","90","288","150","17.5","18.1034","0.0673","0.0251","1.3132405545975","1.20988107721","1"
"402","2015_ 7_10_1659","","","c","0","","1.8765","2.2463","-0.3697","2.0614","0.7185","0.5337","0.1849","0.6261","0","","0.068","0.0416","0.0421","0","","","21.9753","0.0548","","","27","23","23","18","0","","44.38","40.37","38.25","57.81","42.86","0","","","402","402","402","402","402","46","41","27","19","39","2","36","41","26","10","39","2","76","69","83","81","129","125","288","275","28.3333","6.358","0.0634","0.0086","1.17991102772001","1.22199395083033","0"
"403","2015_ 7_10_1831","","","c","0","","1.8431","1.9364","-0.0933","1.8897","0.2722","0.0149","0.2574","0.1435","0","","6e-04","0.0601","0.0705","0","","","30.426","0.0764","","","23","30","30","26","0","","50.62","38.52","38.25","53.12","38.57","0","","","403","403","403","403","403","31","43","23","8","38","5","47","43","39","8","36","7","79","77","81","79","128","128","288","284","35.3333","4.9074","0.0822","0.0058","1.32894311977329","1.39948472419338","0"
"404","2015_ 7_10_1914","","","c","0","","2.6501","2.4444","0.2056","2.5473","-0.058","-0.1254","0.0675","-0.0917","0","","-0.061","-0.0438","-9e-04","0","","","25.4826","0.1011","","","21","32","27","26","0","","52.19","38.52","36.67","51.56","41.43","0","","","404","404","404","404","404","36","39","33","3","35","4","45","44","41","4","38","6","77","74","80","72","131","128","288","274","35.3333","9.8507","0.1124","0.0113","1.32280108332681","1.32186838420608","1"
"405","2015_ 7_10_2007","","","c","0","","1.5888","0.7671","0.8217","1.1779","0.1569","0.1731","-0.0162","0.165","0","","-0.1161","0.0091","0.0661","0","","","4.1733","0.082","","","20","21","21","21","0","","45.94","40.37","41.43","51.56","37.14","0","","","405","405","405","405","405","42","41","31","11","34","7","36","45","21","15","32","13","79","65","75","53","134","134","288","252","18.3333","14.16","0.0978","0.0159","1.154683589935","1.22075507090662","0"
"406","2015_ 7_10_2044","","","c","0","","2.1477","1.6612","0.4865","1.9045","0.3091","0.1368","0.1723","0.223","0","","-0.7905","0.0733","-0.1384","1","","","80.3966","0.1177","","","26","30","31","25","0","","45.94","36.67","38.25","57.81","32.86","0","","","406","406","406","406","406","45","36","35","10","33","3","41","42","31","10","35","7","101","96","75","12","112","112","288","220","92","11.6034","0.1328","0.0152","1.50754249095917","1.36916117370115","0"
"407","2015_ 7_11_1330","","","c","0","","2.6047","2.952","-0.3472","2.7784","-0.0068","-0.7455","0.7387","-0.3762","0","","-0.9639","-0.0589","NaN","1","","","60.1733","-0.0055","","","15","25","19","21","0","","45.94","51.48","33.49","53.12","32.86","0","","","407","407","407","407","407","42","41","38","4","37","4","38","43","38","0","33","10","83","80","73","0","132","132","288","212","77.6667","17.4934","0.0145","0.02","NaN","1.21268652379538","0"
"408","2015_ 7_11_1422","","","c","0","","2.2204","2.6917","-0.4713","2.456","0.1569","0.0937","0.0632","0.1253","0","","0.0391","0.0174","0.0314","0","","","0.3194","0.0717","","","20","33","29","27","0","","52.19","38.52","43.02","46.88","37.14","0","","","408","408","408","408","408","47","39","39","8","35","4","38","40","34","4","37","3","73","68","68","66","147","147","288","281","7.5","7.1806","0.0786","0.0069","1.37227785226045","1.40366853685926","0"
"409","2015_ 7_11_1509","","","c","0","","2.8363","2.1944","0.642","2.5153","0.1366","0.238","-0.1014","0.1873","0","","-0.0769","0.2656","0.2883","0","","","56.4367","7e-04","","","21","24","21","23","0","","45.94","34.81","44.6","50","41.43","0","","","409","409","409","409","409","40","50","36","4","47","3","41","33","33","8","30","3","78","77","78","71","132","132","288","280","75.1667","18.7299","0.0208","0.0201","1.29210700115648","1.58038361970519","0"
"410","2015_ 7_11_1546","","","c","0","","-1.5011","-2.0896","0.5885","-1.7954","0.2386","0.6348","-0.3962","0.4367","1","","-0.9306","0.0563","NaN","1","","","2.1914","0.0696","","","28","20","24","20","0","","47.5","44.07","41.43","46.88","35.71","0","","","410","410","410","410","410","31","46","5","26","14","32","43","44","2","41","15","29","72","67","80","0","136","136","288","203","21.3333","19.142","0.089","0.0194","NaN","1.21728772903582","0"
"411","2015_ 7_11_1635","","","c","0","","-1.8716","-2.4654","0.5938","-2.1685","-0.0942","0.1651","-0.2593","0.0355","1","","-0.7905","0.066","-0.1783","1","","","13.514","0.0679","","","24","27","27","26","0","","49.06","31.11","43.02","54.69","42.86","0","","","411","411","411","411","411","45","33","9","36","5","28","37","49","3","34","7","42","72","65","98","11","118","117","288","193","35.8333","22.3194","0.0991","0.0312","1.39561991258","1.21734256744415","1"
"412","2015_ 7_11_1707","","","c","0","","2.5295","2.8202","-0.2907","2.6748","0.0281","0.0425","-0.0144","0.0353","0","","-0.0285","-0.0102","-0.0081","0","","","26.316","0.0708","","","26","29","26","31","0","","47.5","45.93","41.43","48.44","45.71","0","","","412","412","412","412","412","37","51","33","4","46","5","35","41","32","3","38","3","83","82","74","71","131","131","288","284","40.1667","13.8507","0.0882","0.0174","1.34553810240507","1.33746148028037","0"
"413","2015_ 7_11_1736","","","c","0","","0.8232","0.2175","0.6057","0.5203","-1.3201","-1.1119","-0.2082","-1.216","0","","9e-04","0.0777","0.0802","0","","","60.684","0.1228","","","31","29","28","31","0","","50.62","36.67","36.67","46.88","41.43","0","","","413","413","413","413","413","48","33","46","2","6","27","45","38","40","5","6","32","80","77","82","79","126","117","288","273","67.5","6.816","0.1304","0.0077","1.43874936164203","1.51896143269273","1"
"414","2015_ 7_12_1544","","","c","0","","-1.4308","-2.3727","0.9419","-1.9017","-0.2359","-0.0211","-0.2148","-0.1285","1","","-0.3912","0.0311","0.0096","1","","","10.0613","0.0734","","","23","11","22","17","0","","49.06","29.26","38.25","53.12","41.43","0","","","414","414","414","414","414","38","41","12","26","7","34","41","44","5","36","5","39","74","65","78","38","136","135","288","238","22.8333","12.772","0.0888","0.0154","1.23746776580789","1.24710064667862","0"
"415","2015_ 7_13_1557","","","c","0","","1.939","1.5625","0.3765","1.7508","-0.6873","-0.5279","-0.1594","-0.6076","0","","-0.0376","0.0351","0.0155","0","","","23.1806","0.0967","","","26","28","33","23","0","","55.31","25.56","43.02","48.44","48.57","0","","","415","415","415","415","415","41","36","39","2","22","14","42","45","38","4","27","18","81","77","69","63","138","130","288","270","36.3333","13.1527","0.1106","0.0138","1.39080784055921","1.40632726619883","0"
